MANZENT,Month,NDVI,NDVI_p25,NDVI_p75,anio_actual
5801101003050,7.0,0.0845,0.0733,0.0908,-9999.0000
5801101003055,7.0,0.0768,0.0640,0.0914,-9999.0000
5801091004015,7.0,0.1088,0.0924,0.1337,-9999.0000
5801081004086,7.0,0.0934,0.0911,0.1026,-9999.0000
5801111001035,7.0,0.1077,0.0988,0.1302,-9999.0000
5801021001017,7.0,0.0439,0.0234,0.0490,-9999.0000
5801021006009,7.0,0.1281,0.1059,0.1481,-9999.0000
5801081002032,7.0,0.1643,0.1378,0.1879,-9999.0000
5801081004005,7.0,0.2398,0.2050,0.2571,-9999.0000
5801111002013,7.0,0.1423,0.1345,0.1464,-9999.0000
5801021001028,7.0,0.1690,0.1462,0.1845,-9999.0000
5801021003043,7.0,0.1902,0.1463,0.1976,-9999.0000
5801021003036,7.0,0.1140,0.1031,0.1191,-9999.0000
5801021002015,7.0,0.1161,0.0879,0.1354,-9999.0000
5801121004041,7.0,0.0893,0.0803,0.0948,-9999.0000
5801121009028,7.0,0.1033,0.0852,0.1067,-9999.0000
5801101001011,7.0,0.2806,0.2365,0.2959,-9999.0000
5801081004007,7.0,0.2587,0.1883,0.2853,-9999.0000
5801121007043,7.0,0.0701,0.0662,0.0739,-9999.0000
5801021004038,7.0,0.2394,0.1617,0.2458,-9999.0000
5801121009036,7.0,0.0888,0.0790,0.1144,-9999.0000
5801081005057,7.0,0.1114,0.0919,0.1295,-9999.0000
5801111002025,7.0,0.2051,0.1814,0.2256,-9999.0000
5801021002019,7.0,0.1472,0.1210,0.1664,-9999.0000
5801021002037,7.0,0.1049,0.0917,0.1224,-9999.0000
5801101001041,7.0,0.1410,0.1124,0.1643,-9999.0000
5801011005010,7.0,0.1360,0.1302,0.1490,-9999.0000
5801121001001,7.0,0.1157,0.1125,0.1343,-9999.0000
5801091002009,7.0,0.0767,0.0693,0.0866,-9999.0000
5801121009018,7.0,0.1008,0.0879,0.1103,-9999.0000
5801101003024,7.0,0.1360,0.1032,0.1448,-9999.0000
5801121003013,7.0,0.1354,0.1231,0.1603,-9999.0000
5801111002034,7.0,0.1908,0.1520,0.2053,-9999.0000
5801111004025,7.0,0.1546,0.1311,0.1760,-9999.0000
5801101004006,7.0,0.0583,0.0371,0.0627,-9999.0000
5801121002012,7.0,0.0999,0.0702,0.1068,-9999.0000
5801121003015,7.0,0.1523,0.1310,0.1613,-9999.0000
5801021003050,7.0,0.1233,0.1039,0.1275,-9999.0000
5801091005012,7.0,0.0597,0.0535,0.0673,-9999.0000
5801111002016,7.0,0.1362,0.1136,0.1398,-9999.0000
5801091003017,7.0,0.0943,0.0891,0.0991,-9999.0000
5801081004054,7.0,0.1677,0.1297,0.1839,-9999.0000
5801021002040,7.0,0.0851,0.0788,0.0933,-9999.0000
5801121004011,7.0,0.2451,0.1746,0.2734,-9999.0000
5801021005012,7.0,0.0889,0.0852,0.1107,-9999.0000
5801081002018,7.0,0.0748,0.0659,0.0919,-9999.0000
5801021002008,7.0,0.1193,0.0928,0.1210,-9999.0000
5801081004047,7.0,0.2025,0.1361,0.2356,-9999.0000
5801091002030,7.0,0.1352,0.1106,0.1376,-9999.0000
5801091003021,7.0,0.1417,0.1036,0.1548,-9999.0000
5801081004057,7.0,0.2153,0.1753,0.2272,-9999.0000
5801081005021,7.0,0.1288,0.1001,0.1413,-9999.0000
5801091006010,7.0,0.0785,0.0703,0.0873,-9999.0000
5801081003030,7.0,0.1368,0.1135,0.1540,-9999.0000
5801111002014,7.0,0.1780,0.1687,0.1852,-9999.0000
5801091003014,7.0,0.2253,0.1656,0.2503,-9999.0000
5801021002016,7.0,0.1655,0.1213,0.1809,-9999.0000
5801021006017,7.0,0.1844,0.1461,0.2111,-9999.0000
5801121004037,7.0,0.0751,0.0549,0.0800,-9999.0000
5801121009023,7.0,0.0793,0.0673,0.0810,-9999.0000
5801091006039,7.0,0.1124,0.0902,0.1286,-9999.0000
5801121001026,7.0,0.1054,0.0984,0.1244,-9999.0000
5801011005500,7.0,0.1585,0.1119,0.1711,-9999.0000
5801011004018,7.0,0.1989,0.1473,0.2296,-9999.0000
5801011003024,7.0,0.1676,0.1540,0.1696,-9999.0000
5801081002049,7.0,0.1670,0.1317,0.1947,-9999.0000
5801091004036,7.0,0.0811,0.0669,0.0929,-9999.0000
5801111004022,7.0,0.1758,0.1345,0.1843,-9999.0000
5801101004007,7.0,0.0836,0.0614,0.0970,-9999.0000
5801091004008,7.0,0.1230,0.0938,0.1425,-9999.0000
5801091005005,7.0,0.0799,0.0603,0.0853,-9999.0000
5801091002011,7.0,0.0981,0.0887,0.1059,-9999.0000
5801021002038,7.0,0.0690,0.0636,0.0760,-9999.0000
5801011004054,7.0,0.2365,0.1999,0.2732,-9999.0000
5801011005043,7.0,0.1323,0.1205,0.1394,-9999.0000
5801111002045,7.0,0.2054,0.1656,0.2463,-9999.0000
5801121003021,7.0,0.2273,0.1778,0.2410,-9999.0000
5801021003024,7.0,0.1229,0.1156,0.1281,-9999.0000
5801081003028,7.0,0.2379,0.1825,0.2558,-9999.0000
5801081002034,7.0,0.2740,0.2351,0.2903,-9999.0000
5801121001027,7.0,0.1905,0.1737,0.2096,-9999.0000
5801021003031,7.0,0.1593,0.1457,0.1660,-9999.0000
5801021005026,7.0,0.0938,0.0808,0.1000,-9999.0000
5801021004018,7.0,0.2596,0.2176,0.2706,-9999.0000
5801121009025,7.0,0.0587,0.0555,0.0655,-9999.0000
5801121009026,7.0,0.0824,0.0727,0.0836,-9999.0000
5801121004020,7.0,0.0566,0.0422,0.0586,-9999.0000
5801101003013,7.0,0.0616,0.0555,0.0688,-9999.0000
5801011004056,7.0,0.1712,0.1261,0.1781,-9999.0000
5801091003020,7.0,0.1916,0.1289,0.1963,-9999.0000
5801081004062,7.0,0.0857,0.0677,0.1026,-9999.0000
5801091004043,7.0,0.0526,0.0482,0.0578,-9999.0000
5801111004011,7.0,0.1087,0.0957,0.1196,-9999.0000
5801091004034,7.0,0.0885,0.0816,0.0988,-9999.0000
5801021006008,7.0,0.1222,0.1021,0.1556,-9999.0000
5801091006005,7.0,0.0752,0.0651,0.0836,-9999.0000
5801091001007,7.0,0.2101,0.1673,0.2351,-9999.0000
5801081003042,7.0,0.1244,0.1080,0.1384,-9999.0000
5801091005039,7.0,0.1433,0.1190,0.1551,-9999.0000
5801121001036,7.0,0.1545,0.1371,0.1619,-9999.0000
5801121009024,7.0,0.1085,0.0962,0.1128,-9999.0000
5801121009029,7.0,0.1280,0.1095,0.1403,-9999.0000
5801101004018,7.0,0.0544,0.0489,0.0645,-9999.0000
5801081005042,7.0,0.2318,0.2082,0.2388,-9999.0000
5801101003060,7.0,0.2032,0.1432,0.2159,-9999.0000
5801121003010,7.0,0.1394,0.1280,0.1566,-9999.0000
5801021006015,7.0,0.1649,0.1377,0.1740,-9999.0000
5801091007026,7.0,0.1210,0.1095,0.1236,-9999.0000
5801111002001,7.0,0.1543,0.1403,0.1609,-9999.0000
5801101003032,7.0,0.2260,0.1936,0.2317,-9999.0000
5801121001006,7.0,0.0664,0.0554,0.0790,-9999.0000
5801021001024,7.0,0.1566,0.1230,0.1642,-9999.0000
5801021004901,7.0,0.3260,0.2148,0.3904,-9999.0000
5801021004901,7.0,0.4552,0.2927,0.4619,-9999.0000
5801021004901,7.0,0.2271,0.1591,0.2433,-9999.0000
5801021004901,7.0,0.3351,0.2708,0.4352,-9999.0000
5801021004901,7.0,0.2199,0.1731,0.2368,-9999.0000
5801021004901,7.0,0.3081,0.2029,0.3577,-9999.0000
5801021004901,7.0,0.1891,0.1586,0.2140,-9999.0000
5801021004901,7.0,0.2249,0.1600,0.2513,-9999.0000
5801091001004,7.0,0.1856,0.1430,0.2130,-9999.0000
5801101004009,7.0,0.0787,0.0770,0.1060,-9999.0000
5801011005018,7.0,0.1504,0.1051,0.1894,-9999.0000
5801011005037,7.0,0.1478,0.1442,0.1498,-9999.0000
5801021003016,7.0,0.1722,0.1320,0.2119,-9999.0000
5801081002061,7.0,0.1282,0.1126,0.1351,-9999.0000
5801121006021,7.0,0.1777,0.1374,0.1866,-9999.0000
5801101004016,7.0,0.0522,0.0273,0.0893,-9999.0000
5801011005028,7.0,0.1023,0.0967,0.1101,-9999.0000
5801081001024,7.0,0.1272,0.1161,0.1388,-9999.0000
5801011003026,7.0,0.1644,0.1417,0.1851,-9999.0000
5801081002058,7.0,0.0824,0.0703,0.0871,-9999.0000
5801021004004,7.0,0.1686,0.1252,0.1928,-9999.0000
5801101004014,7.0,0.1069,0.1008,0.1217,-9999.0000
5801011004058,7.0,0.2013,0.1759,0.2122,-9999.0000
5801011004053,7.0,0.2675,0.2054,0.2825,-9999.0000
5801021001003,7.0,0.0782,0.0756,0.0840,-9999.0000
5801121003034,7.0,0.1603,0.1429,0.1670,-9999.0000
5801091001032,7.0,0.1028,0.0985,0.1114,-9999.0000
5801111004021,7.0,0.1508,0.1116,0.1686,-9999.0000
5801121008017,7.0,0.1394,0.1231,0.1438,-9999.0000
5801101001013,7.0,0.1809,0.1592,0.1996,-9999.0000
5801121009016,7.0,0.0922,0.0834,0.1023,-9999.0000
5801121006022,7.0,0.1999,0.1774,0.2196,-9999.0000
5801081004003,7.0,0.1854,0.1666,0.1954,-9999.0000
5801101005025,7.0,0.1113,0.0872,0.1264,-9999.0000
5801101004010,7.0,0.0451,0.0402,0.0592,-9999.0000
5801091001009,7.0,0.2077,0.1702,0.2138,-9999.0000
5801081004087,7.0,0.0971,0.0866,0.1142,-9999.0000
5801081003041,7.0,0.2106,0.1611,0.2391,-9999.0000
5801121003036,7.0,0.1935,0.1555,0.2278,-9999.0000
5801111004038,7.0,0.1139,0.0823,0.1239,-9999.0000
5801111004040,7.0,0.1512,0.1116,0.1606,-9999.0000
5801011002027,7.0,0.1394,0.1089,0.1464,-9999.0000
5801081005018,7.0,0.1635,0.1340,0.1702,-9999.0000
5801121001044,7.0,0.1522,0.1395,0.1695,-9999.0000
5801091004044,7.0,0.0553,0.0540,0.0708,-9999.0000
5801081005045,7.0,0.1345,0.1071,0.1390,-9999.0000
5801121003028,7.0,0.2062,0.1640,0.2264,-9999.0000
5801111003030,7.0,0.1325,0.0966,0.1465,-9999.0000
5801011003041,7.0,0.1637,0.1421,0.1750,-9999.0000
5801091002017,7.0,0.0759,0.0706,0.0890,-9999.0000
5801091002019,7.0,0.0573,0.0554,0.0702,-9999.0000
5801091002020,7.0,0.0840,0.0700,0.0895,-9999.0000
5801101004011,7.0,0.0504,0.0353,0.0592,-9999.0000
5801081002021,7.0,0.2225,0.1698,0.2485,-9999.0000
5801101003031,7.0,0.1753,0.1373,0.1997,-9999.0000
5801121001004,7.0,0.1508,0.1319,0.1605,-9999.0000
5801091006038,7.0,0.1135,0.0897,0.1202,-9999.0000
5801121006006,7.0,0.2061,0.1433,0.2356,-9999.0000
5801091004035,7.0,0.1206,0.0821,0.1240,-9999.0000
5801081002052,7.0,0.1240,0.1153,0.1301,-9999.0000
5801091002026,7.0,0.1135,0.1073,0.1280,-9999.0000
5801021002014,7.0,0.0991,0.0955,0.1053,-9999.0000
5801121008014,7.0,0.1116,0.1032,0.1152,-9999.0000
5801011004055,7.0,0.1731,0.1450,0.1999,-9999.0000
5801081003002,7.0,0.1772,0.1611,0.1827,-9999.0000
5801111002044,7.0,0.2425,0.1678,0.2709,-9999.0000
5801111003002,7.0,0.1665,0.1328,0.1816,-9999.0000
5801091004059,7.0,0.1720,0.1460,0.1912,-9999.0000
5801021003025,7.0,0.1046,0.0939,0.1185,-9999.0000
5801081002064,7.0,0.1124,0.1002,0.1219,-9999.0000
5801121004013,7.0,0.1788,0.1421,0.1998,-9999.0000
5801021002058,7.0,0.0687,0.0626,0.0867,-9999.0000
5801121007053,7.0,0.0842,0.0797,0.0866,-9999.0000
5801101001042,7.0,0.1748,0.1306,0.1952,-9999.0000
5801121001038,7.0,0.1904,0.1677,0.2116,-9999.0000
5801091003022,7.0,0.1799,0.1307,0.1920,-9999.0000
5801121003007,7.0,0.1245,0.1222,0.1471,-9999.0000
5801091001006,7.0,0.1298,0.0913,0.1437,-9999.0000
5801121001045,7.0,0.2227,0.1927,0.2439,-9999.0000
5801021001023,7.0,0.1012,0.0895,0.1161,-9999.0000
5801101002034,7.0,0.1772,0.1274,0.2063,-9999.0000
5801111004501,7.0,0.1237,0.1012,0.1319,-9999.0000
5801011004017,7.0,0.2509,0.1861,0.2582,-9999.0000
5801111002040,7.0,0.1419,0.1233,0.1522,-9999.0000
5801111003007,7.0,0.1834,0.1208,0.1882,-9999.0000
5801121003014,7.0,0.1270,0.1069,0.1647,-9999.0000
5801091007003,7.0,0.0807,0.0783,0.0885,-9999.0000
5801021004002,7.0,0.1279,0.1024,0.1365,-9999.0000
5801091005034,7.0,0.1569,0.1291,0.1708,-9999.0000
5801101004032,7.0,0.0522,0.0401,0.0619,-9999.0000
5801011004015,7.0,0.1644,0.1245,0.1844,-9999.0000
5801101003020,7.0,0.1866,0.1588,0.1965,-9999.0000
5801021001014,7.0,0.1147,0.1063,0.1174,-9999.0000
5801091006013,7.0,0.1025,0.0945,0.1123,-9999.0000
5801111001015,7.0,0.1580,0.1266,0.1845,-9999.0000
5801091002021,7.0,0.0806,0.0718,0.0959,-9999.0000
5801011004035,7.0,0.2066,0.1822,0.2113,-9999.0000
5801101003007,7.0,0.2354,0.2091,0.2648,-9999.0000
5801011002025,7.0,0.1829,0.1183,0.2041,-9999.0000
5801011005050,7.0,0.0908,0.0743,0.0946,-9999.0000
5801091001012,7.0,0.1995,0.1644,0.2115,-9999.0000
5801111004023,7.0,0.1368,0.1020,0.1510,-9999.0000
5801081002031,7.0,0.0638,0.0363,0.0709,-9999.0000
5801021002027,7.0,0.1318,0.1032,0.1356,-9999.0000
5801011004042,7.0,0.1313,0.1289,0.1421,-9999.0000
5801121001034,7.0,0.1692,0.1611,0.1749,-9999.0000
5801101002023,7.0,0.0815,0.0683,0.0881,-9999.0000
5801091007029,7.0,0.2238,0.1688,0.2533,-9999.0000
5801121003006,7.0,0.1589,0.1520,0.1700,-9999.0000
5801081005056,7.0,0.0923,0.0864,0.1151,-9999.0000
5801111002027,7.0,0.1580,0.1457,0.1693,-9999.0000
5801091002028,7.0,0.1290,0.1052,0.1432,-9999.0000
5801121007051,7.0,0.0776,0.0714,0.0797,-9999.0000
5801101004021,7.0,0.0927,0.0819,0.1106,-9999.0000
5801081002005,7.0,0.0840,0.0714,0.0995,-9999.0000
5801081001028,7.0,0.1257,0.1196,0.1446,-9999.0000
5801091006037,7.0,0.1244,0.1033,0.1428,-9999.0000
5801091006001,7.0,0.0759,0.0646,0.0766,-9999.0000
5801021004032,7.0,0.3839,0.2236,0.4082,-9999.0000
5801121009035,7.0,0.0651,0.0616,0.0744,-9999.0000
5801101002502,7.0,0.1015,0.0626,0.1147,-9999.0000
5801081002007,7.0,0.0608,0.0537,0.0681,-9999.0000
5801091001028,7.0,0.1393,0.1359,0.1467,-9999.0000
5801011003042,7.0,0.1407,0.1333,0.1580,-9999.0000
5801091004006,7.0,0.0761,0.0586,0.0844,-9999.0000
5801081005017,7.0,0.1524,0.1263,0.1754,-9999.0000
5801111004012,7.0,0.0855,0.0708,0.0925,-9999.0000
5801081003023,7.0,0.1954,0.1586,0.2130,-9999.0000
5801021004012,7.0,0.2640,0.2207,0.2821,-9999.0000
5801021002059,7.0,0.0358,0.0257,0.0385,-9999.0000
5801081002006,7.0,0.0749,0.0726,0.0928,-9999.0000
5801091003019,7.0,0.1417,0.1212,0.1521,-9999.0000
5801091004045,7.0,0.0527,0.0494,0.0580,-9999.0000
5801081002056,7.0,0.1135,0.1036,0.1221,-9999.0000
5801091003003,7.0,0.0859,0.0816,0.0930,-9999.0000
5801091003012,7.0,0.1510,0.1336,0.1588,-9999.0000
5801091007009,7.0,0.0755,0.0669,0.0863,-9999.0000
5801121001035,7.0,0.1476,0.1339,0.1610,-9999.0000
5801021005027,7.0,0.0865,0.0777,0.0960,-9999.0000
5801121004040,7.0,0.1115,0.0944,0.1336,-9999.0000
5801121004043,7.0,0.0565,0.0528,0.0711,-9999.0000
5801111004015,7.0,0.0822,0.0602,0.0862,-9999.0000
5801091007033,7.0,0.2631,0.1783,0.2715,-9999.0000
5801021002035,7.0,0.1855,0.1260,0.2176,-9999.0000
5801111003020,7.0,0.1851,0.1394,0.3272,-9999.0000
5801111004031,7.0,0.1974,0.1670,0.2224,-9999.0000
5801121006009,7.0,0.1529,0.1139,0.1674,-9999.0000
5801091001049,7.0,0.1249,0.1183,0.1439,-9999.0000
5801091004012,7.0,0.1142,0.0961,0.1207,-9999.0000
5801021001009,7.0,0.0992,0.0890,0.1136,-9999.0000
5801121001009,7.0,0.0858,0.0833,0.0944,-9999.0000
5801021005029,7.0,0.1090,0.0976,0.1164,-9999.0000
5801121007008,7.0,0.0960,0.0817,0.1054,-9999.0000
5801021002057,7.0,0.0779,0.0655,0.0862,-9999.0000
5801121008015,7.0,0.1153,0.1012,0.1252,-9999.0000
5801081002019,7.0,0.1286,0.1096,0.1402,-9999.0000
5801091004047,7.0,0.0714,0.0604,0.0754,-9999.0000
5801091002002,7.0,0.0799,0.0769,0.0835,-9999.0000
5801091007007,7.0,0.0505,0.0438,0.0658,-9999.0000
5801121004036,7.0,0.0747,0.0679,0.0894,-9999.0000
5801101002024,7.0,0.0557,0.0480,0.0579,-9999.0000
5801011005051,7.0,0.1428,0.1179,0.1629,-9999.0000
5801091004005,7.0,0.0686,0.0622,0.0790,-9999.0000
5801121006007,7.0,0.2383,0.1785,0.2594,-9999.0000
5801081002066,7.0,0.1387,0.1207,0.1484,-9999.0000
5801091005029,7.0,0.0815,0.0686,0.0990,-9999.0000
5801121003035,7.0,0.1236,0.1195,0.1310,-9999.0000
5801021005025,7.0,0.1101,0.1003,0.1274,-9999.0000
5801101002020,7.0,0.0697,0.0657,0.0744,-9999.0000
5801081001027,7.0,0.1185,0.1104,0.1285,-9999.0000
5801111002038,7.0,0.1899,0.1374,0.2012,-9999.0000
5801121008010,7.0,0.0736,0.0626,0.0802,-9999.0000
5801021002047,7.0,0.1196,0.0981,0.1283,-9999.0000
5801011002028,7.0,0.2304,0.2025,0.2443,-9999.0000
5801121003004,7.0,0.1284,0.1169,0.1355,-9999.0000
5801081003051,7.0,0.1222,0.1002,0.1375,-9999.0000
5801081003024,7.0,0.1796,0.1550,0.2047,-9999.0000
5801011004038,7.0,0.2289,0.1893,0.2450,-9999.0000
5801121001005,7.0,0.1576,0.1439,0.1693,-9999.0000
5801121003031,7.0,0.1541,0.1404,0.1766,-9999.0000
5801091002027,7.0,0.1601,0.1507,0.1676,-9999.0000
5801021003015,7.0,0.1493,0.1034,0.1591,-9999.0000
5801021006002,7.0,0.1732,0.1512,0.1798,-9999.0000
5801081002053,7.0,0.1117,0.1028,0.1191,-9999.0000
5801091003001,7.0,0.1365,0.1278,0.1456,-9999.0000
5801081002037,7.0,0.1510,0.1330,0.1716,-9999.0000
5801121006024,7.0,0.2600,0.1915,0.2889,-9999.0000
5801101004017,7.0,0.0254,0.0204,0.0429,-9999.0000
5801011005003,7.0,0.2582,0.2271,0.2903,-9999.0000
5801011004014,7.0,0.1864,0.1671,0.1928,-9999.0000
5801011004047,7.0,0.1731,0.1616,0.1757,-9999.0000
5801081001014,7.0,0.1275,0.1140,0.1415,-9999.0000
5801091002032,7.0,0.1261,0.1125,0.1362,-9999.0000
5801081004002,7.0,0.1891,0.1539,0.2000,-9999.0000
5801111002033,7.0,0.1871,0.1537,0.1994,-9999.0000
5801101005031,7.0,0.1173,0.1017,0.1437,-9999.0000
5801101003039,7.0,0.0975,0.0710,0.1075,-9999.0000
5801011003020,7.0,0.1727,0.1621,0.1851,-9999.0000
5801111002039,7.0,0.1816,0.1510,0.1870,-9999.0000
5801091004014,7.0,0.1019,0.0777,0.1115,-9999.0000
5801081002057,7.0,0.0903,0.0865,0.1014,-9999.0000
5801121001031,7.0,0.1931,0.1644,0.2013,-9999.0000
5801121006031,7.0,0.1290,0.1189,0.1472,-9999.0000
5801121004015,7.0,0.0732,0.0636,0.0829,-9999.0000
5801101004019,7.0,0.0358,0.0220,0.0379,-9999.0000
5801101004002,7.0,0.0970,0.0770,0.1101,-9999.0000
5801011004011,7.0,0.1877,0.1436,0.2116,-9999.0000
5801101005003,7.0,0.1043,0.0904,0.1159,-9999.0000
5801111001023,7.0,0.1107,0.0948,0.1214,-9999.0000
5801091001025,7.0,0.1448,0.1207,0.1546,-9999.0000
5801091005028,7.0,0.1194,0.1065,0.1208,-9999.0000
5801121008006,7.0,0.0964,0.0908,0.1092,-9999.0000
5801021001010,7.0,0.1179,0.0840,0.1378,-9999.0000
5801111003016,7.0,0.1208,0.1003,0.1432,-9999.0000
5801101003021,7.0,0.1174,0.1010,0.1286,-9999.0000
5801011002013,7.0,0.2485,0.2275,0.2641,-9999.0000
5801081003052,7.0,0.1187,0.0999,0.1268,-9999.0000
5801091007013,7.0,0.0767,0.0712,0.0930,-9999.0000
5801111003004,7.0,0.1645,0.1413,0.1725,-9999.0000
5801081003015,7.0,0.2505,0.2010,0.2623,-9999.0000
5801111001019,7.0,0.1919,0.1492,0.2051,-9999.0000
5801121009006,7.0,0.0785,0.0743,0.0965,-9999.0000
5801101004039,7.0,0.1415,0.1187,0.1574,-9999.0000
5801081001007,7.0,0.1417,0.1294,0.1537,-9999.0000
5801011003007,7.0,0.1973,0.1834,0.2109,-9999.0000
5801121002022,7.0,0.1521,0.1179,0.1654,-9999.0000
5801091001055,7.0,0.0919,0.0876,0.0946,-9999.0000
5801091002018,7.0,0.1274,0.1058,0.1312,-9999.0000
5801021005010,7.0,0.0633,0.0574,0.0853,-9999.0000
5801101004028,7.0,0.0208,0.0129,0.0327,-9999.0000
5801081002024,7.0,0.1859,0.1808,0.1900,-9999.0000
5801091002029,7.0,0.1079,0.0873,0.1132,-9999.0000
5801121003016,7.0,0.1459,0.1294,0.1816,-9999.0000
5801021004005,7.0,0.1750,0.1243,0.1762,-9999.0000
5801011001025,7.0,0.1982,0.1826,0.2031,-9999.0000
5801091003027,7.0,0.0595,0.0490,0.0634,-9999.0000
5801111002043,7.0,0.2171,0.1671,0.2296,-9999.0000
5801111004014,7.0,0.0544,0.0484,0.0617,-9999.0000
5801091005041,7.0,0.1087,0.0964,0.1134,-9999.0000
5801091003011,7.0,0.1250,0.1006,0.1392,-9999.0000
5801021002055,7.0,0.0728,0.0692,0.0776,-9999.0000
5801121009015,7.0,0.0687,0.0498,0.0723,-9999.0000
5801111002049,7.0,0.1479,0.1394,0.1585,-9999.0000
5801111004005,7.0,0.2303,0.1865,0.2552,-9999.0000
5801101002500,7.0,0.1261,0.0879,0.1371,-9999.0000
5801091001010,7.0,0.1454,0.1367,0.1611,-9999.0000
5801091007015,7.0,0.0784,0.0644,0.0931,-9999.0000
5801021004037,7.0,0.2155,0.1701,0.2439,-9999.0000
5801081002011,7.0,0.1690,0.1517,0.1877,-9999.0000
5801091001008,7.0,0.1930,0.1562,0.2061,-9999.0000
5801091005040,7.0,0.0804,0.0727,0.0840,-9999.0000
5801121001002,7.0,0.2047,0.1781,0.2183,-9999.0000
5801111003005,7.0,0.0978,0.0912,0.1445,-9999.0000
5801111003022,7.0,0.0546,0.0497,0.0597,-9999.0000
5801121002007,7.0,0.1748,0.1619,0.1888,-9999.0000
5801021005019,7.0,0.0923,0.0687,0.1094,-9999.0000
5801121008016,7.0,0.0921,0.0863,0.0946,-9999.0000
5801121008028,7.0,0.0481,0.0447,0.0512,-9999.0000
5801091005500,7.0,0.0915,0.0893,0.0994,-9999.0000
5801011003039,7.0,0.2475,0.2135,0.2688,-9999.0000
5801091001029,7.0,0.1148,0.1102,0.1208,-9999.0000
5801091003026,7.0,0.0673,0.0567,0.0700,-9999.0000
5801021001001,7.0,0.1903,0.1730,0.2003,-9999.0000
5801121003020,7.0,0.1634,0.1469,0.1846,-9999.0000
5801081002059,7.0,0.1055,0.0975,0.1169,-9999.0000
5801121007010,7.0,0.1850,0.1717,0.2006,-9999.0000
5801121009030,7.0,0.0791,0.0692,0.0882,-9999.0000
5801021003013,7.0,0.1446,0.1139,0.1566,-9999.0000
5801011003006,7.0,0.1782,0.1601,0.1836,-9999.0000
5801121006012,7.0,0.1429,0.1234,0.1580,-9999.0000
5801091006500,7.0,0.1172,0.0802,0.1214,-9999.0000
5801081004064,7.0,0.1771,0.1254,0.1906,-9999.0000
5801121004010,7.0,0.1900,0.1412,0.2005,-9999.0000
5801091001020,7.0,0.1070,0.0820,0.1195,-9999.0000
5801021005036,7.0,0.0697,0.0592,0.0943,-9999.0000
5801101004003,7.0,0.1103,0.0998,0.1220,-9999.0000
5801101005036,7.0,0.1087,0.0979,0.1219,-9999.0000
5801011005035,7.0,0.2051,0.1906,0.2203,-9999.0000
5801011001027,7.0,0.1730,0.1586,0.1867,-9999.0000
5801101003034,7.0,0.1853,0.1556,0.2083,-9999.0000
5801121008013,7.0,0.1332,0.1251,0.1390,-9999.0000
5801081002043,7.0,0.1199,0.1107,0.1360,-9999.0000
5801121009037,7.0,0.0820,0.0705,0.0838,-9999.0000
5801101002033,7.0,0.0772,0.0656,0.0851,-9999.0000
5801101005020,7.0,0.0749,0.0701,0.0768,-9999.0000
5801011004024,7.0,0.1637,0.1436,0.1737,-9999.0000
5801111002041,7.0,0.1639,0.1475,0.1951,-9999.0000
5801021003002,7.0,0.1272,0.1054,0.1381,-9999.0000
5801021003030,7.0,0.0821,0.0758,0.0876,-9999.0000
5801021003029,7.0,0.0765,0.0742,0.0870,-9999.0000
5801121001030,7.0,0.2091,0.1872,0.2102,-9999.0000
5801111002032,7.0,0.1973,0.1721,0.2090,-9999.0000
5801111003028,7.0,0.1164,0.0868,0.1418,-9999.0000
5801091005009,7.0,0.0975,0.0689,0.1255,-9999.0000
5801091006503,7.0,0.0809,0.0755,0.0886,-9999.0000
5801011003027,7.0,0.1849,0.1678,0.2118,-9999.0000
5801081001015,7.0,0.1208,0.1044,0.1282,-9999.0000
5801021001005,7.0,0.1515,0.1066,0.1547,-9999.0000
5801091003006,7.0,0.1111,0.1072,0.1200,-9999.0000
5801121007033,7.0,0.0615,0.0526,0.0677,-9999.0000
5801121008011,7.0,0.0972,0.0898,0.1034,-9999.0000
5801011002024,7.0,0.1772,0.1385,0.1814,-9999.0000
5801011003031,7.0,0.1668,0.1377,0.2054,-9999.0000
5801021001013,7.0,0.1820,0.1276,0.1874,-9999.0000
5801091001043,7.0,0.0940,0.0874,0.0982,-9999.0000
5801091005022,7.0,0.0925,0.0866,0.0999,-9999.0000
5801081004048,7.0,0.1813,0.1408,0.1990,-9999.0000
5801121006027,7.0,0.1071,0.1030,0.1197,-9999.0000
5801101004015,7.0,0.0217,0.0211,0.0303,-9999.0000
5801101004024,7.0,0.0547,0.0475,0.0787,-9999.0000
5801101005019,7.0,0.0695,0.0603,0.0812,-9999.0000
5801081002014,7.0,0.1248,0.1173,0.1270,-9999.0000
5801121008007,7.0,0.1029,0.0983,0.1142,-9999.0000
5801021003017,7.0,0.0750,0.0717,0.0859,-9999.0000
5801091007014,7.0,0.0960,0.0826,0.1104,-9999.0000
5801011004032,7.0,0.2302,0.1986,0.2365,-9999.0000
5801081002027,7.0,0.0955,0.0933,0.0989,-9999.0000
5801081005022,7.0,0.1691,0.1379,0.1731,-9999.0000
5801011005044,7.0,0.1048,0.1002,0.1056,-9999.0000
5801011003040,7.0,0.2530,0.2255,0.3056,-9999.0000
5801121008012,7.0,0.1029,0.0953,0.1045,-9999.0000
5801011004021,7.0,0.1955,0.1600,0.2033,-9999.0000
5801091003028,7.0,0.0741,0.0586,0.0780,-9999.0000
5801111004003,7.0,0.2178,0.1526,0.2336,-9999.0000
