MANZENT,Month,NDVI,NDVI_p25,NDVI_p75,anio_actual
5801011005048,1.0,0.1478,0.1371,0.1679,0.1679
5801011003034,1.0,0.1453,0.1208,0.1630,0.1643
5801111003029,1.0,0.1307,0.1139,0.1383,0.1354
5801091004003,1.0,0.0867,0.0836,0.0930,0.0885
5801111002048,1.0,0.1783,0.1502,0.1925,0.1864
5801091004010,1.0,0.0780,0.0724,0.0948,0.0728
5801091001030,1.0,0.1483,0.1351,0.1490,0.1351
5801081004001,1.0,0.1243,0.1118,0.1343,0.1339
5801081003067,1.0,0.2427,0.2262,0.2565,0.2495
5801091001054,1.0,0.0855,0.0788,0.0879,0.0845
5801091005024,1.0,0.1343,0.1209,0.1474,0.1503
5801091001053,1.0,0.0985,0.0940,0.1071,0.0922
5801091001044,1.0,0.1444,0.1372,0.1536,0.1459
5801081004026,1.0,0.1664,0.1403,0.1750,0.1835
5801111004032,1.0,0.1336,0.1147,0.1365,0.1365
5801121007042,1.0,0.1172,0.1049,0.1227,0.1367
5801121008021,1.0,0.1282,0.1151,0.1441,0.1470
5801121009031,1.0,0.1198,0.1067,0.1309,0.1366
5801121009039,1.0,0.2339,0.1833,0.2752,0.2673
5801081004022,1.0,0.1224,0.1107,0.1270,0.1270
5801101004502,1.0,0.0712,0.0581,0.0796,0.0908
5801111002008,1.0,0.1167,0.0984,0.1228,0.1215
5801101005024,1.0,0.2516,0.2246,0.2784,0.2784
5801011002016,1.0,0.1938,0.1721,0.2176,0.2190
5801011003032,1.0,0.0811,0.0706,0.0911,0.0869
5801081002045,1.0,0.1125,0.1079,0.1239,0.1095
5801081003054,1.0,0.1353,0.1257,0.1564,0.1317
5801121007015,1.0,0.1139,0.1041,0.1219,0.1109
5801011004061,1.0,0.2752,0.2376,0.3119,0.3139
5801011005058,1.0,0.1460,0.1397,0.1506,0.1445
5801091007021,1.0,0.1100,0.1043,0.1129,0.1123
5801121006004,1.0,0.1127,0.0957,0.1209,0.1258
5801121003011,1.0,0.1923,0.1795,0.2046,0.1991
5801091005045,1.0,0.1227,0.1134,0.1346,0.1260
5801021002030,1.0,0.1189,0.1104,0.1244,0.1244
5801121006017,1.0,0.1608,0.1444,0.1927,0.1927
5801121006023,1.0,0.1655,0.1594,0.1819,0.1879
5801101002015,1.0,0.0877,0.0763,0.0960,0.0960
5801011005011,1.0,0.2004,0.1833,0.2351,0.2437
5801011004046,1.0,0.3428,0.2933,0.3493,0.3493
5801101001051,1.0,0.2008,0.1823,0.2061,0.2039
5801021003018,1.0,0.0864,0.0769,0.0877,0.0872
5801021003010,1.0,0.1160,0.1088,0.1239,0.1101
5801081005036,1.0,0.1134,0.1090,0.1405,0.1093
5801091005043,1.0,0.1123,0.1097,0.1331,0.1124
5801091001052,1.0,0.0982,0.0901,0.1035,0.0937
5801091007010,1.0,0.1884,0.1524,0.1909,0.1928
5801121004031,1.0,0.0816,0.0708,0.0877,0.0872
5801101004012,1.0,0.0596,0.0559,0.0623,0.0623
5801081002901,1.0,0.0838,0.0417,0.0954,0.0417
5801081002901,1.0,0.1718,0.1361,0.2022,0.1704
5801011004043,1.0,0.2110,0.1752,0.2215,0.2197
5801011004049,1.0,0.2022,0.1824,0.2151,0.2151
5801011004052,1.0,0.1814,0.1685,0.2100,0.2100
5801101003042,1.0,0.0955,0.0828,0.1013,0.0968
5801101003052,1.0,0.0880,0.0727,0.0940,0.0954
5801081004060,1.0,0.1751,0.1558,0.1880,0.1830
5801081004061,1.0,0.1082,0.1014,0.1303,0.1081
5801091004031,1.0,0.1178,0.1082,0.1339,0.1363
5801091005046,1.0,0.0925,0.0878,0.1072,0.0878
5801091001046,1.0,0.1378,0.1284,0.1494,0.1494
5801091007017,1.0,0.1441,0.1263,0.1556,0.1611
5801091002025,1.0,0.1435,0.1323,0.1539,0.1539
5801021002017,1.0,0.0842,0.0789,0.0985,0.0822
5801111004037,1.0,0.1287,0.1239,0.1369,0.1284
5801121004021,1.0,0.0888,0.0835,0.0967,0.1003
5801121004030,1.0,0.0608,0.0518,0.0988,0.0655
5801021002031,1.0,0.1019,0.0922,0.1076,0.0997
5801021004050,1.0,0.1773,0.1623,0.2010,0.2026
5801021002036,1.0,0.1091,0.0956,0.1144,0.1144
5801021006014,1.0,0.1993,0.1769,0.2139,0.1769
5801091007035,1.0,0.1434,0.1330,0.1479,0.1479
5801021001019,1.0,0.1037,0.1002,0.1145,0.1159
5801111004035,1.0,0.1352,0.1182,0.1467,0.1467
5801011004025,1.0,0.2047,0.1660,0.2233,0.2231
5801081005037,1.0,0.1145,0.1095,0.1429,0.1121
5801121003030,1.0,0.1765,0.1502,0.1902,0.1893
5801121004007,1.0,0.1560,0.1302,0.1665,0.1592
5801011003035,1.0,0.1582,0.1308,0.1700,0.1600
5801081004085,1.0,0.1478,0.1303,0.1593,0.1507
5801011003043,1.0,0.1555,0.1461,0.1711,0.1617
5801091001042,1.0,0.1196,0.1068,0.1231,0.1231
5801081003043,1.0,0.1236,0.1126,0.1430,0.1430
5801021002013,1.0,0.1031,0.0966,0.1141,0.0973
5801021002028,1.0,0.1123,0.1016,0.1157,0.1140
5801111004020,1.0,0.1172,0.1133,0.1281,0.1297
5801121007045,1.0,0.0899,0.0862,0.0980,0.0994
5801021004035,1.0,0.1894,0.1597,0.2086,0.2086
5801101004022,1.0,0.0605,0.0507,0.0696,0.0635
5801011005017,1.0,0.1403,0.1180,0.1438,0.1404
5801101001045,1.0,0.1496,0.1285,0.1632,0.1632
5801011005047,1.0,0.1792,0.1604,0.1909,0.1909
5801011005055,1.0,0.1284,0.1132,0.1364,0.1327
5801011003019,1.0,0.2373,0.2137,0.2449,0.2190
5801091006004,1.0,0.0908,0.0864,0.0983,0.0983
5801121001042,1.0,0.1570,0.1345,0.1759,0.1759
5801121002026,1.0,0.1196,0.1050,0.1388,0.1388
5801111004002,1.0,0.1171,0.0960,0.1233,0.1165
5801111002002,1.0,0.1382,0.1276,0.1557,0.1445
5801091001040,1.0,0.1420,0.1267,0.1516,0.1391
5801081003029,1.0,0.2343,0.2131,0.2785,0.2293
5801021002029,1.0,0.0950,0.0860,0.1025,0.0949
5801111004024,1.0,0.1516,0.1251,0.1595,0.1555
5801021004020,1.0,0.1857,0.1679,0.2105,0.2431
5801101004023,1.0,0.0841,0.0754,0.0963,0.1058
5801101002018,1.0,0.2365,0.2192,0.2524,0.2447
5801101005026,1.0,0.1524,0.1347,0.1651,0.1664
5801011001013,1.0,0.2060,0.1948,0.2163,0.2089
5801011004048,1.0,0.1745,0.1573,0.1860,0.1906
5801011004037,1.0,0.2601,0.2280,0.2713,0.2713
5801011005060,1.0,0.1722,0.1414,0.1787,0.1683
5801081002025,1.0,0.1600,0.1466,0.1941,0.1878
5801091004037,1.0,0.0579,0.0497,0.0596,0.0559
5801091004048,1.0,0.0621,0.0562,0.0717,0.0717
5801021003049,1.0,0.1074,0.0972,0.1136,0.1136
5801021003057,1.0,0.0821,0.0768,0.0898,0.0825
5801081005053,1.0,0.1214,0.1109,0.1332,0.1287
5801021002007,1.0,0.0993,0.0871,0.1013,0.0988
5801091005021,1.0,0.1212,0.1120,0.1259,0.1133
5801091005032,1.0,0.1187,0.1082,0.1228,0.1050
5801081005002,1.0,0.0566,0.0483,0.0610,0.0212
5801021005028,1.0,0.1135,0.1035,0.1325,0.1307
5801021002044,1.0,0.0906,0.0752,0.0988,0.0988
5801021005032,1.0,0.1048,0.1008,0.1126,0.1053
5801121007046,1.0,0.0822,0.0762,0.0879,0.0762
5801121007048,1.0,0.0638,0.0593,0.0694,0.0593
5801121008026,1.0,0.0879,0.0837,0.1040,0.0884
5801081003038,1.0,0.1130,0.0999,0.1279,0.1314
5801111004029,1.0,0.1205,0.1070,0.1342,0.1128
5801121004038,1.0,0.0766,0.0730,0.0804,0.0829
5801081002063,1.0,0.1464,0.1415,0.1652,0.1597
5801101005032,1.0,0.1281,0.1166,0.1380,0.1487
5801101003054,1.0,0.0905,0.0836,0.0933,0.0874
5801121002020,1.0,0.1024,0.0930,0.1137,0.1015
5801021003052,1.0,0.0984,0.0870,0.1023,0.1129
5801021002003,1.0,0.1153,0.1081,0.1200,0.0991
5801091003016,1.0,0.1037,0.0955,0.1065,0.1067
5801111004026,1.0,0.1326,0.1197,0.1364,0.1319
5801101005009,1.0,0.1018,0.0878,0.1095,0.1011
5801011005029,1.0,0.0895,0.0806,0.1001,0.0866
5801101003023,1.0,0.1387,0.1225,0.1479,0.1546
5801011003029,1.0,0.1311,0.1235,0.1566,0.1566
5801081005020,1.0,0.1229,0.1049,0.1342,0.1214
5801121001016,1.0,0.1642,0.1452,0.1680,0.1664
5801081003044,1.0,0.1315,0.1199,0.1443,0.1413
5801081003039,1.0,0.1184,0.1074,0.1377,0.1377
5801081001017,1.0,0.1220,0.1162,0.1294,0.1218
5801091003008,1.0,0.1352,0.1330,0.1383,0.1345
5801121008023,1.0,0.1145,0.1013,0.1219,0.1103
5801121008024,1.0,0.0987,0.0910,0.1111,0.1111
5801081002504,1.0,0.2223,0.1986,0.2378,0.2220
5801101002028,1.0,0.1519,0.1442,0.1657,0.1550
5801011005009,1.0,0.1661,0.1506,0.1765,0.1765
5801011005014,1.0,0.2635,0.2338,0.2706,0.2796
5801011005022,1.0,0.2386,0.2040,0.2516,0.2571
5801011004033,1.0,0.2178,0.1671,0.2232,0.2162
5801011001014,1.0,0.1959,0.1911,0.2117,0.1933
5801101003030,1.0,0.1861,0.1640,0.1945,0.1935
5801111002047,1.0,0.0850,0.0812,0.0873,0.0860
5801111002046,1.0,0.1353,0.1291,0.1437,0.1410
5801121006003,1.0,0.1870,0.1631,0.1950,0.1864
5801021003056,1.0,0.0948,0.0852,0.1013,0.0779
5801021003045,1.0,0.1043,0.0970,0.1109,0.1156
5801081004010,1.0,0.1180,0.1031,0.1245,0.1204
5801081004018,1.0,0.2231,0.1847,0.2640,0.2650
5801091001039,1.0,0.1225,0.1113,0.1298,0.1234
5801081004055,1.0,0.0939,0.0869,0.1074,0.0949
5801091006026,1.0,0.1136,0.1019,0.1245,0.1269
5801121006019,1.0,0.1566,0.1428,0.1672,0.1664
5801021002011,1.0,0.0890,0.0819,0.1027,0.0884
5801121008020,1.0,0.0905,0.0795,0.0946,0.0942
5801081004070,1.0,0.1698,0.1482,0.1783,0.1783
5801101005038,1.0,0.1665,0.1459,0.1795,0.1855
5801081005054,1.0,0.1363,0.1350,0.1440,0.1350
5801081003018,1.0,0.1172,0.1040,0.1198,0.1198
5801121007050,1.0,0.1257,0.1086,0.1343,0.1529
5801011005034,1.0,0.1781,0.1583,0.1918,0.1918
5801011003050,1.0,0.1446,0.1332,0.1557,0.1533
5801081005046,1.0,0.1590,0.1502,0.1638,0.1577
5801101001014,1.0,0.1928,0.1709,0.2247,0.2328
5801091006007,1.0,0.0368,0.0290,0.0422,0.0359
5801101004033,1.0,0.0545,0.0504,0.0589,0.0681
5801101005002,1.0,0.0712,0.0643,0.0901,0.0766
5801111003003,1.0,0.1472,0.1307,0.1595,0.1595
5801111004008,1.0,0.1012,0.0906,0.1092,0.1019
5801081002065,1.0,0.1620,0.1397,0.1766,0.1749
5801091003007,1.0,0.1041,0.0967,0.1060,0.1103
5801021002020,1.0,0.1058,0.0953,0.1100,0.1100
5801101004008,1.0,0.0762,0.0702,0.0806,0.1045
5801101002016,1.0,0.1849,0.1700,0.1878,0.1857
5801081001008,1.0,0.1650,0.1461,0.1739,0.1576
5801101003040,1.0,0.1379,0.1215,0.1510,0.1510
5801011003033,1.0,0.1434,0.1343,0.1596,0.1468
5801121006002,1.0,0.0990,0.0969,0.1167,0.0969
5801111004013,1.0,0.1014,0.0916,0.1128,0.1008
5801121006014,1.0,0.1472,0.1423,0.1692,0.1692
5801091005008,1.0,0.0927,0.0854,0.1011,0.0806
5801081003048,1.0,0.1281,0.1109,0.1342,0.1397
5801021003032,1.0,0.1326,0.1210,0.1466,0.1415
5801121007006,1.0,0.0970,0.0927,0.1023,0.0927
5801101002017,1.0,0.1749,0.1657,0.1909,0.1909
5801011005033,1.0,0.1165,0.1156,0.1274,0.1158
5801101003050,1.0,0.1045,0.0985,0.1093,0.1034
5801101003055,1.0,0.1028,0.0972,0.1084,0.1024
5801091004015,1.0,0.0949,0.0904,0.1044,0.0904
5801081004086,1.0,0.1181,0.1102,0.1323,0.1323
5801111001035,1.0,0.1035,0.0916,0.1092,0.1055
5801021001017,1.0,0.0517,0.0462,0.0658,0.0501
5801021006009,1.0,0.0889,0.0825,0.1075,0.1215
5801081002032,1.0,0.2196,0.2099,0.2393,0.2216
5801081004005,1.0,0.2048,0.1683,0.2433,0.2433
5801111002013,1.0,0.1784,0.1631,0.1828,0.1767
5801021001028,1.0,0.1794,0.1621,0.1940,0.1940
5801021003043,1.0,0.1137,0.1040,0.1225,0.1152
5801021003036,1.0,0.1173,0.1024,0.1258,0.1236
5801021002015,1.0,0.1137,0.1071,0.1336,0.1263
5801121004041,1.0,0.0822,0.0732,0.0868,0.0841
5801121009028,1.0,0.1007,0.0970,0.1133,0.1244
5801101001011,1.0,0.2606,0.2337,0.2977,0.2991
5801081004007,1.0,0.1665,0.1378,0.2019,0.2024
5801121007043,1.0,0.0760,0.0612,0.0816,0.0858
5801021004038,1.0,0.1550,0.1345,0.1672,0.1812
5801121009036,1.0,0.1027,0.0860,0.1147,0.1263
5801081005057,1.0,0.1214,0.1035,0.1360,0.1035
5801111002025,1.0,0.1964,0.1703,0.2069,0.1987
5801021002019,1.0,0.1328,0.1209,0.1478,0.1478
5801021002037,1.0,0.1075,0.1000,0.1115,0.1109
5801101001041,1.0,0.1458,0.1362,0.1569,0.1518
5801011005010,1.0,0.1646,0.1506,0.1767,0.1576
5801121001001,1.0,0.1542,0.1363,0.1673,0.1673
5801091002009,1.0,0.0961,0.0868,0.1014,0.1039
5801121009018,1.0,0.0871,0.0791,0.0911,0.1052
5801101003024,1.0,0.1566,0.1406,0.1697,0.1674
5801121003013,1.0,0.1510,0.1333,0.1612,0.1703
5801111002034,1.0,0.1764,0.1577,0.1897,0.1908
5801111004025,1.0,0.1387,0.1191,0.1453,0.1453
5801101004006,1.0,0.0736,0.0659,0.0771,0.0854
5801121002012,1.0,0.1057,0.0986,0.1123,0.1093
5801121003015,1.0,0.1402,0.1292,0.1478,0.1374
5801021003050,1.0,0.1264,0.1106,0.1339,0.1383
5801091005012,1.0,0.1090,0.1006,0.1196,0.1270
5801111002016,1.0,0.1648,0.1398,0.1770,0.1706
5801091003017,1.0,0.1040,0.1005,0.1069,0.1005
5801081004054,1.0,0.1554,0.1364,0.1729,0.1710
5801021002040,1.0,0.0793,0.0743,0.0837,0.0827
5801121004011,1.0,0.1944,0.1638,0.2132,0.2087
5801021005012,1.0,0.0647,0.0478,0.0729,0.0830
5801081002018,1.0,0.0834,0.0656,0.0914,0.0898
5801021002008,1.0,0.1002,0.0869,0.1028,0.0990
5801081004047,1.0,0.1682,0.1454,0.1932,0.1872
5801091002030,1.0,0.1510,0.1354,0.1625,0.1512
5801091003021,1.0,0.1372,0.1262,0.1481,0.1362
5801081004057,1.0,0.1827,0.1624,0.1972,0.1963
5801081005021,1.0,0.1193,0.1101,0.1401,0.1237
5801091006010,1.0,0.1092,0.0939,0.1142,0.1149
5801081003030,1.0,0.1128,0.1080,0.1348,0.1080
5801111002014,1.0,0.1792,0.1641,0.1894,0.1840
5801091003014,1.0,0.1986,0.1778,0.2020,0.1981
5801021002016,1.0,0.1009,0.0935,0.1046,0.0984
5801021006017,1.0,0.1431,0.1347,0.1551,0.1555
5801121004037,1.0,0.0688,0.0575,0.0712,0.0678
5801121009023,1.0,0.0603,0.0550,0.0644,0.0643
5801091006039,1.0,0.1081,0.1001,0.1168,0.1056
5801121001026,1.0,0.1181,0.1026,0.1261,0.1297
5801011005500,1.0,0.1908,0.1723,0.2113,0.2113
5801011004018,1.0,0.1665,0.1585,0.1828,0.1694
5801011003024,1.0,0.1599,0.1373,0.1644,0.1598
5801081002049,1.0,0.1331,0.1273,0.1564,0.1339
5801091004036,1.0,0.0722,0.0635,0.0765,0.0754
5801111004022,1.0,0.1600,0.1406,0.1642,0.1625
5801101004007,1.0,0.0622,0.0547,0.0711,0.0796
5801091004008,1.0,0.1173,0.1087,0.1230,0.1177
5801091005005,1.0,0.0825,0.0702,0.0844,0.0840
5801091002011,1.0,0.1263,0.1200,0.1306,0.1239
5801021002038,1.0,0.0687,0.0604,0.0735,0.0735
5801011004054,1.0,0.1859,0.1654,0.2203,0.2272
5801011005043,1.0,0.1451,0.1382,0.1502,0.1446
5801111002045,1.0,0.1583,0.1343,0.1807,0.1863
5801121003021,1.0,0.1718,0.1503,0.1936,0.1832
5801021003024,1.0,0.1173,0.1094,0.1240,0.1257
5801081003028,1.0,0.2301,0.1673,0.2564,0.2404
5801081002034,1.0,0.2300,0.1633,0.2778,0.1633
5801121001027,1.0,0.1889,0.1520,0.2106,0.2106
5801021003031,1.0,0.1489,0.1403,0.1636,0.1536
5801021005026,1.0,0.0924,0.0862,0.0981,0.0890
5801021004018,1.0,0.1786,0.1601,0.1813,0.1805
5801121009025,1.0,0.0444,0.0409,0.0516,0.0521
5801121009026,1.0,0.0606,0.0514,0.0681,0.0681
5801121004020,1.0,0.0839,0.0729,0.0903,0.0852
5801101003013,1.0,0.0801,0.0694,0.0930,0.0754
5801011004056,1.0,0.1876,0.1777,0.1998,0.2050
5801091003020,1.0,0.1423,0.1348,0.1559,0.1505
5801081004062,1.0,0.0989,0.0855,0.1061,0.0991
5801091004043,1.0,0.0536,0.0484,0.0572,0.0544
5801111004011,1.0,0.0984,0.0897,0.1064,0.0955
5801091004034,1.0,0.0779,0.0720,0.0801,0.0792
5801021006008,1.0,0.0945,0.0900,0.1066,0.1194
5801091006005,1.0,0.1045,0.1006,0.1060,0.1046
5801091001007,1.0,0.1864,0.1459,0.1931,0.1923
5801081003042,1.0,0.1287,0.1156,0.1484,0.1484
5801091005039,1.0,0.1312,0.1169,0.1430,0.1448
5801121001036,1.0,0.1541,0.1335,0.1733,0.1733
5801121009024,1.0,0.0761,0.0578,0.0861,0.0861
5801121009029,1.0,0.1226,0.1159,0.1291,0.1306
5801101004018,1.0,0.0558,0.0485,0.0624,0.0679
5801081005042,1.0,0.2378,0.2241,0.2629,0.2292
5801101003060,1.0,0.1874,0.1662,0.2158,0.2158
5801121003010,1.0,0.1652,0.1584,0.1799,0.1744
5801021006015,1.0,0.1824,0.1708,0.2019,0.2056
5801091007026,1.0,0.1101,0.0942,0.1111,0.1111
5801111002001,1.0,0.1598,0.1329,0.1616,0.1616
5801101003032,1.0,0.1827,0.1728,0.1964,0.1778
5801121001006,1.0,0.0987,0.0929,0.1084,0.0991
5801021001024,1.0,0.1378,0.1248,0.1464,0.1445
5801021004901,1.0,0.2793,0.2192,0.3165,0.3165
5801021004901,1.0,0.2858,0.2334,0.3006,0.2893
5801021004901,1.0,0.1680,0.1508,0.1795,0.1794
5801021004901,1.0,0.2105,0.1928,0.2304,0.2304
5801021004901,1.0,0.1443,0.1399,0.1621,0.1429
5801021004901,1.0,0.1902,0.1539,0.2117,0.2117
5801021004901,1.0,0.1733,0.1641,0.1941,0.1786
5801021004901,1.0,0.1441,0.1295,0.1549,0.1542
5801091001004,1.0,0.1750,0.1574,0.1874,0.1874
5801101004009,1.0,0.0708,0.0696,0.0818,0.0906
5801011005018,1.0,0.1285,0.1095,0.1445,0.1510
5801011005037,1.0,0.1817,0.1697,0.1868,0.1804
5801021003016,1.0,0.1364,0.1219,0.1481,0.1366
5801081002061,1.0,0.1112,0.0994,0.1215,0.1121
5801121006021,1.0,0.1473,0.1349,0.1735,0.1754
5801101004016,1.0,0.0579,0.0541,0.0672,0.0809
5801011005028,1.0,0.0993,0.0977,0.1063,0.0975
5801081001024,1.0,0.1230,0.0924,0.1363,0.0898
5801011003026,1.0,0.1393,0.1166,0.1476,0.1503
5801081002058,1.0,0.0874,0.0728,0.0985,0.0855
5801021004004,1.0,0.1232,0.1086,0.1303,0.1303
5801101004014,1.0,0.0972,0.0930,0.1016,0.1110
5801011004058,1.0,0.1887,0.1665,0.1971,0.2054
5801011004053,1.0,0.2358,0.2060,0.2831,0.2916
5801021001003,1.0,0.1181,0.1116,0.1240,0.1174
5801121003034,1.0,0.1598,0.1446,0.1673,0.1551
5801091001032,1.0,0.1284,0.1222,0.1360,0.1360
5801111004021,1.0,0.1370,0.1171,0.1470,0.1296
5801121008017,1.0,0.1107,0.0977,0.1198,0.1198
5801101001013,1.0,0.1858,0.1738,0.2001,0.1897
5801121009016,1.0,0.0884,0.0824,0.0923,0.0923
5801121006022,1.0,0.1497,0.1394,0.1591,0.1591
5801081004003,1.0,0.1515,0.1348,0.1751,0.1765
5801101005025,1.0,0.1486,0.1368,0.1534,0.1521
5801101004010,1.0,0.0568,0.0514,0.0632,0.0669
5801091001009,1.0,0.2039,0.1906,0.2189,0.2089
5801081004087,1.0,0.0937,0.0830,0.1027,0.1027
5801081003041,1.0,0.1749,0.1477,0.1956,0.1956
5801121003036,1.0,0.1851,0.1574,0.2087,0.2087
5801111004038,1.0,0.0999,0.0956,0.1206,0.1002
5801111004040,1.0,0.1334,0.1215,0.1463,0.1396
5801011002027,1.0,0.1658,0.1482,0.1741,0.1741
5801081005018,1.0,0.1497,0.1317,0.1569,0.1488
5801121001044,1.0,0.1992,0.1664,0.2156,0.2139
5801091004044,1.0,0.0515,0.0465,0.0540,0.0520
5801081005045,1.0,0.1389,0.1265,0.1557,0.1297
5801121003028,1.0,0.2500,0.2171,0.2673,0.2673
5801111003030,1.0,0.1069,0.0933,0.1162,0.1083
5801011003041,1.0,0.1618,0.1363,0.1676,0.1676
5801091002017,1.0,0.0937,0.0833,0.1048,0.1048
5801091002019,1.0,0.0729,0.0625,0.0745,0.0731
5801091002020,1.0,0.0826,0.0739,0.0865,0.0918
5801101004011,1.0,0.0488,0.0354,0.0492,0.0489
5801081002021,1.0,0.1886,0.1682,0.2133,0.2133
5801101003031,1.0,0.1556,0.1367,0.1697,0.1651
5801121001004,1.0,0.1856,0.1647,0.2081,0.2081
5801091006038,1.0,0.1105,0.1041,0.1171,0.1114
5801121006006,1.0,0.1786,0.1551,0.1911,0.1895
5801091004035,1.0,0.0866,0.0761,0.0926,0.0932
5801081002052,1.0,0.1321,0.1271,0.1491,0.1356
5801091002026,1.0,0.1043,0.0984,0.1080,0.1020
5801021002014,1.0,0.1051,0.0985,0.1133,0.0886
5801121008014,1.0,0.0937,0.0822,0.0985,0.0985
5801011004055,1.0,0.1749,0.1584,0.1816,0.1756
5801081003002,1.0,0.1621,0.1474,0.1773,0.1773
5801111002044,1.0,0.1734,0.1492,0.1990,0.1990
5801111003002,1.0,0.1376,0.1250,0.1508,0.1393
5801091004059,1.0,0.1728,0.1588,0.1804,0.1744
5801021003025,1.0,0.0977,0.0823,0.0994,0.0993
5801081002064,1.0,0.1176,0.1086,0.1222,0.1183
5801121004013,1.0,0.1742,0.1566,0.1938,0.1938
5801021002058,1.0,0.0718,0.0648,0.0785,0.0801
5801121007053,1.0,0.0787,0.0716,0.0836,0.0863
5801101001042,1.0,0.1335,0.1175,0.1418,0.1493
5801121001038,1.0,0.1762,0.1539,0.1950,0.1950
5801091003022,1.0,0.1506,0.1344,0.1630,0.1586
5801121003007,1.0,0.1604,0.1442,0.1911,0.1879
5801091001006,1.0,0.1145,0.1041,0.1292,0.1281
5801121001045,1.0,0.2512,0.2009,0.2679,0.2679
5801021001023,1.0,0.1032,0.1008,0.1085,0.1010
5801101002034,1.0,0.1251,0.1167,0.1338,0.1320
5801111004501,1.0,0.1051,0.0940,0.1114,0.1084
5801011004017,1.0,0.2243,0.1900,0.2513,0.2503
5801111002040,1.0,0.1331,0.1193,0.1426,0.1422
5801111003007,1.0,0.1411,0.1228,0.1594,0.1528
5801121003014,1.0,0.1265,0.1194,0.1437,0.1224
5801091007003,1.0,0.0911,0.0833,0.0997,0.0998
5801021004002,1.0,0.1111,0.1028,0.1210,0.1210
5801091005034,1.0,0.1298,0.1134,0.1363,0.1363
5801101004032,1.0,0.0458,0.0363,0.0507,0.0581
5801011004015,1.0,0.2199,0.1923,0.2437,0.2440
5801101003020,1.0,0.2056,0.1867,0.2254,0.2256
5801021001014,1.0,0.1275,0.1140,0.1329,0.1091
5801091006013,1.0,0.1195,0.1099,0.1271,0.1200
5801111001015,1.0,0.1369,0.1294,0.1618,0.1657
5801091002021,1.0,0.0807,0.0700,0.0869,0.0873
5801011004035,1.0,0.2110,0.1669,0.2142,0.2196
5801101003007,1.0,0.2555,0.2347,0.2852,0.2821
5801011002025,1.0,0.1978,0.1736,0.2231,0.2231
5801011005050,1.0,0.1166,0.1001,0.1197,0.1206
5801091001012,1.0,0.1614,0.1369,0.1632,0.1609
5801111004023,1.0,0.1277,0.1075,0.1482,0.1404
5801081002031,1.0,0.1237,0.0630,0.1453,0.0630
5801021002027,1.0,0.1116,0.1026,0.1302,0.1329
5801011004042,1.0,0.1581,0.1340,0.1689,0.1655
5801121001034,1.0,0.1554,0.1440,0.1607,0.1545
5801101002023,1.0,0.0942,0.0932,0.1008,0.0938
5801091007029,1.0,0.1723,0.1508,0.1925,0.1925
5801121003006,1.0,0.1602,0.1534,0.1640,0.1610
5801081005056,1.0,0.1143,0.1036,0.1300,0.1157
5801111002027,1.0,0.1548,0.1477,0.1648,0.1505
5801091002028,1.0,0.1380,0.1237,0.1429,0.1355
5801121007051,1.0,0.0780,0.0728,0.0828,0.0836
5801101004021,1.0,0.0956,0.0861,0.1080,0.1148
5801081002005,1.0,0.1000,0.0838,0.1068,0.1044
5801081001028,1.0,0.1038,0.0957,0.1197,0.1044
5801091006037,1.0,0.1264,0.1121,0.1386,0.1333
5801091006001,1.0,0.0974,0.0849,0.0987,0.0970
5801021004032,1.0,0.2623,0.2062,0.2900,0.2900
5801121009035,1.0,0.0632,0.0597,0.0683,0.0683
5801101002502,1.0,0.0875,0.0737,0.0956,0.0956
5801081002007,1.0,0.0739,0.0648,0.0824,0.0677
5801091001028,1.0,0.1354,0.1318,0.1443,0.1346
5801011003042,1.0,0.1507,0.1327,0.1635,0.1622
5801091004006,1.0,0.0740,0.0690,0.0859,0.0756
5801081005017,1.0,0.1295,0.1139,0.1432,0.1364
5801111004012,1.0,0.0888,0.0780,0.0928,0.0912
5801081003023,1.0,0.1616,0.1339,0.1740,0.1738
5801021004012,1.0,0.2173,0.2075,0.2349,0.2349
5801021002059,1.0,0.0533,0.0467,0.0621,0.0621
5801081002006,1.0,0.0835,0.0747,0.0905,0.0790
5801091003019,1.0,0.1576,0.1360,0.1626,0.1585
5801091004045,1.0,0.0593,0.0541,0.0634,0.0633
5801081002056,1.0,0.1225,0.1190,0.1419,0.1349
5801091003003,1.0,0.0926,0.0850,0.0981,0.0979
5801091003012,1.0,0.1790,0.1656,0.1898,0.1818
5801091007009,1.0,0.0765,0.0701,0.0897,0.0745
5801121001035,1.0,0.1442,0.1273,0.1564,0.1564
5801021005027,1.0,0.0809,0.0746,0.0921,0.0852
5801121004040,1.0,0.1225,0.1075,0.1372,0.1372
5801121004043,1.0,0.0843,0.0748,0.0913,0.0884
5801111004015,1.0,0.0593,0.0546,0.0718,0.0568
5801091007033,1.0,0.1727,0.1505,0.1989,0.1860
5801021002035,1.0,0.1244,0.1108,0.1395,0.1395
5801111003020,1.0,0.1156,0.1012,0.1235,0.1648
5801111004031,1.0,0.1795,0.1593,0.2045,0.1813
5801121006009,1.0,0.1387,0.1294,0.1591,0.1591
5801091001049,1.0,0.1147,0.1101,0.1241,0.1156
5801091004012,1.0,0.0972,0.0903,0.1021,0.0952
5801021001009,1.0,0.1260,0.1089,0.1299,0.1299
5801121001009,1.0,0.1179,0.1063,0.1265,0.1232
