NOMBRE,Month,SO2,SO2_p25,SO2_p75,anio_actual
Calicheros,1.0,61.390737,-15.451403,125.791525,-93.129012
Belloto 2000,1.0,62.680754,35.264782,80.595132,13.791051
Belloto Centro,1.0,40.269568,24.066325,69.124701,24.183791
Bernando Ohiggins,1.0,52.784914,25.387750,116.562223,16.341464
Cruz del Sur,1.0,33.409611,-7.312718,67.181547,22.239712
82,1.0,79.095809,42.124061,92.775256,1.279118
Belloto Norte,1.0,57.704972,46.023439,115.789823,49.868399
E.E.U.U,1.0,91.394653,55.674124,121.527688,70.862870
Lincoyan,1.0,28.052841,4.194010,57.667474,27.906981
Los Colonos,1.0,53.909172,12.589481,115.824391,13.769329
Patricio Lynch,1.0,56.425423,37.756451,105.992372,55.872727
Santa Marta,1.0,83.494764,45.032122,118.903676,59.857709
Cantera,1.0,84.697778,50.374493,138.709347,17.028122
Decimo Sector,1.0,51.834833,26.310103,107.339157,24.066367
Estero Viejo,1.0,37.041953,15.452729,80.008269,19.655697
Matilde,1.0,110.952621,60.472889,157.622311,4.281153
San Cristobal,1.0,35.637630,11.812762,85.201228,21.717645
Tierras Rojas,1.0,54.799581,30.590903,146.314009,16.341464
Decimo Sector,1.0,74.011392,32.309470,117.602373,23.250960
Matilde,1.0,148.411060,63.555077,156.881699,16.341464
Los Pinos,1.0,98.233631,37.133113,159.123694,-97.699378
Marga Marga,1.0,119.029116,43.593103,155.020321,-65.065968
60,1.0,98.716074,33.424233,121.693600,16.818943
Castillo Blanco,1.0,80.003126,15.763400,163.883291,-3.386811
El Tranque,1.0,112.692098,-16.891936,142.364985,-62.227849
Jose Miguel Carrera,1.0,82.199124,37.713735,141.168276,-16.545233
Las Rosas,1.0,113.911817,-19.076163,142.412853,-64.055154
Piloto Pardo,1.0,113.957579,4.484200,145.437464,-44.243724
Porvenir,1.0,127.454700,44.648576,148.978153,-41.710329
Textil Viña,1.0,115.199774,-5.326757,154.437995,-75.422825
21 de Mayo,1.0,69.881343,3.249666,131.018673,-14.669253
Barros Arana,1.0,66.912303,-2.680492,117.615287,-26.975857
La Granja,1.0,105.437125,34.990055,143.250074,-1.918922
Las Viñas,1.0,110.068971,30.495155,139.527393,-6.737327
Los Estanques,1.0,105.437125,34.990055,143.250074,-1.918922
Mena,1.0,116.798576,10.306474,134.960186,-28.379019
Pedro Montt,1.0,82.849009,13.479472,129.695241,-12.082853
Victoria Oriente,1.0,109.941775,6.704200,130.578741,-43.892349
Victoria Poniente,1.0,109.720041,6.654543,130.624405,-44.162694
Villa Olimpica,1.0,77.207240,16.328742,133.497164,-39.400601
Araya,1.0,120.797589,15.520552,141.449406,-52.593678
Arturo Prat,1.0,67.038899,-3.092719,117.542160,-26.964709
Blanco,1.0,97.272946,22.138722,148.237537,-49.742124
Centro,1.0,58.743987,0.677922,119.729158,-27.608781
Colina de Oro,1.0,110.920477,10.459265,163.344232,-113.826990
El Esfuerzo,1.0,117.610888,-11.557081,140.989925,-62.464817
Emparte,1.0,70.083757,-15.871739,116.154839,-26.619120
Esmeralda,1.0,106.032196,35.367145,167.290264,-49.742124
Liceo,1.0,101.388715,31.319229,164.379332,-47.348959
Poblacion Esperanza,1.0,115.212145,47.255535,161.192165,-50.025551
Poblacion Ferroviaria,1.0,82.199124,37.713735,141.168276,-16.545233
R. Sotomayor,1.0,114.905469,46.064831,160.424456,-48.428686
San Cristobal2,1.0,117.560723,42.868866,172.144413,-87.535697
Sol del Pacifico,1.0,116.266019,9.225587,152.386077,-84.844013
Soublete (Francisco Bilbao),1.0,97.975943,22.898478,151.680476,-48.122764
Thompson,1.0,91.436798,21.132314,148.197765,-47.282230
M. Mena,1.0,59.171763,38.855834,127.009071,52.381559
Manuel Rodriguez,1.0,73.523256,34.052107,120.643515,81.194060
No Organizada,1.0,68.342900,35.800531,102.872675,53.241826
Pompeya Norte,1.0,77.203126,32.820382,119.011321,88.581880
Pompeya Sur,1.0,76.993591,33.633492,121.532987,87.126849
Valencia Alto,1.0,50.893850,-0.018879,121.090326,41.960086
Costa Sol,1.0,65.217127,30.944981,97.164389,74.160706
California,1.0,48.985770,0.853535,145.621264,-5.138828
Camilo Henriquez,1.0,39.309216,20.510247,132.388024,-6.387557
El Bosque,1.0,23.452680,0.762509,117.661283,-22.031972
El Sol,1.0,54.209331,20.744700,136.802449,-17.948761
General Baquedano,1.0,93.222840,22.248025,148.110077,-46.066099
Infante,1.0,45.133571,3.846184,115.957015,-22.124097
Lo Gamboa,1.0,88.229795,34.375014,132.327055,-16.167731
Los Espinos,1.0,48.737166,21.719082,130.427134,-6.188895
Retiro,1.0,35.472955,-4.770402,141.348337,-19.965922
Viñas del Sol,1.0,45.161501,15.825770,137.838476,-5.383144
Buenos Aires,1.0,41.552617,-5.974972,117.132738,-12.230628
Casa de Valencia,1.0,80.855652,17.658098,108.971774,37.226694
Hevia,1.0,45.960732,-9.098615,154.676443,21.355412
Humbolt,1.0,79.294144,8.862296,130.056045,-12.414621
Phillips,1.0,40.949413,14.802148,129.921972,20.599464
Poblacion Argentina,1.0,54.322458,8.621169,87.949843,71.145202
Poblacion Canal Chacao,1.0,56.922051,32.253015,131.402735,55.057134
San Gregorio,1.0,57.058559,0.822840,104.297268,52.262423
Valencia Bajo,1.0,44.235329,0.941603,149.711342,27.712510
Villa Paso Hondo,1.0,68.073286,42.648631,133.211592,47.372255
Calicheros,2.0,126.014236,41.139172,172.283554,-10.996972
Belloto 2000,2.0,89.104880,51.350523,144.174851,135.337093
Belloto Centro,2.0,81.841498,50.210985,115.698755,140.925135
Bernando Ohiggins,2.0,83.879352,67.183187,120.396609,148.646699
Cruz del Sur,2.0,84.657409,49.064231,147.469182,195.445021
82,2.0,85.848231,43.549678,197.296490,129.898160
Belloto Norte,2.0,94.188441,4.186258,148.296787,178.393727
E.E.U.U,2.0,99.296853,31.250249,175.598558,245.191731
Lincoyan,2.0,81.053658,45.425454,135.343313,174.556285
Los Colonos,2.0,78.204447,42.662263,122.752094,163.314886
Patricio Lynch,2.0,100.400348,23.177832,136.851072,211.180547
Santa Marta,2.0,106.580559,28.096898,146.630338,219.215180
Cantera,2.0,72.974878,44.618360,155.099437,91.981248
Decimo Sector,2.0,67.079485,39.407264,161.033396,166.232914
Estero Viejo,2.0,76.598791,56.345072,147.141514,208.477579
Matilde,2.0,51.018956,36.217624,193.625408,47.428927
San Cristobal,2.0,77.267447,49.754906,138.150070,172.709719
Tierras Rojas,2.0,87.376960,71.820695,98.481469,96.070418
Decimo Sector,2.0,63.400297,32.190535,173.830734,142.595825
Matilde,2.0,44.858483,14.515224,196.383442,57.608393
Los Pinos,2.0,87.230935,43.541395,183.456566,36.230525
Marga Marga,2.0,67.166964,48.497653,192.505959,77.362386
60,2.0,64.484483,31.014831,183.492871,116.074256
Castillo Blanco,2.0,76.875401,59.578137,145.087577,57.956092
El Tranque,2.0,81.076367,56.664352,218.269884,90.041954
Jose Miguel Carrera,2.0,86.725301,34.576387,231.902932,132.625966
Las Rosas,2.0,80.850410,57.547871,217.724562,88.338594
Piloto Pardo,2.0,70.024686,56.408899,204.920411,55.082424
Porvenir,2.0,76.846027,52.605041,224.711341,124.354015
Textil Viña,2.0,71.456896,55.905060,215.130457,41.662560
21 de Mayo,2.0,120.284240,61.241424,202.593824,41.388182
Barros Arana,2.0,93.129177,72.872007,173.671963,86.479184
La Granja,2.0,126.813987,43.368839,163.209796,-7.347738
Las Viñas,2.0,117.887599,45.811841,172.409713,0.724825
Los Estanques,2.0,126.813987,43.368839,163.209796,-7.347738
Mena,2.0,94.360745,40.264145,219.916940,36.982448
Pedro Montt,2.0,128.775849,57.585568,177.193900,32.130972
Victoria Oriente,2.0,98.802839,48.549071,208.634711,29.220490
Victoria Poniente,2.0,98.902160,48.710274,208.383383,29.044489
Villa Olimpica,2.0,133.911260,49.615258,155.724986,-9.395248
Araya,2.0,88.191534,54.896658,232.480635,99.954097
Arturo Prat,2.0,93.244459,72.907793,173.447654,86.700542
Blanco,2.0,112.532941,50.687491,215.367021,130.075205
Centro,2.0,94.094502,88.199180,176.892923,91.099232
Colina de Oro,2.0,105.579305,81.115907,176.489509,15.418349
El Esfuerzo,2.0,82.387271,56.576832,219.695000,88.783676
Emparte,2.0,96.818203,74.017164,166.494079,93.562638
Esmeralda,2.0,103.036590,52.305137,234.530997,111.209769
Liceo,2.0,102.149849,54.103441,238.997756,108.955377
Poblacion Esperanza,2.0,93.293567,48.981583,236.222036,92.265011
Poblacion Ferroviaria,2.0,86.725301,34.576387,231.902932,132.625966
R. Sotomayor,2.0,91.578120,52.133364,233.218076,88.881206
San Cristobal2,2.0,103.998687,67.810651,225.931178,46.778040
Sol del Pacifico,2.0,83.030610,68.665302,212.288363,23.850609
Soublete (Francisco Bilbao),2.0,112.577766,49.804256,217.840966,130.199632
Thompson,2.0,110.861160,53.169371,221.022252,126.190889
M. Mena,2.0,120.003663,56.567037,174.973126,26.754038
Manuel Rodriguez,2.0,121.931091,60.099339,181.214894,44.848859
No Organizada,2.0,152.401462,46.512385,209.943236,-3.650756
Pompeya Norte,2.0,122.425303,61.005058,182.815347,49.488556
Pompeya Sur,2.0,122.354575,60.484498,185.365991,47.192783
Valencia Alto,2.0,140.599058,84.048835,187.016804,44.705021
Costa Sol,2.0,157.781169,72.646242,198.520511,36.558184
California,2.0,57.759115,49.832196,103.642768,132.625966
Camilo Henriquez,2.0,86.762557,27.167286,192.662434,130.075205
El Bosque,2.0,130.527025,39.315590,177.846169,105.531801
El Sol,2.0,115.622826,38.540994,173.861953,129.226075
General Baquedano,2.0,114.745746,49.381304,209.652409,130.112716
Infante,2.0,113.841473,83.507321,164.353160,80.801843
Lo Gamboa,2.0,91.293608,45.480391,228.200859,132.182356
Los Espinos,2.0,86.864948,31.672501,172.592001,130.481008
Retiro,2.0,136.033981,37.079517,186.845641,124.688105
Viñas del Sol,2.0,70.457021,45.987294,111.969448,132.126904
Buenos Aires,2.0,118.970210,72.709533,195.022144,55.865902
Casa de Valencia,2.0,134.749007,94.523836,162.810805,132.245809
Hevia,2.0,138.282886,83.950425,185.814970,43.310625
Humbolt,2.0,125.156469,57.391108,191.911997,32.770245
Phillips,2.0,136.672129,79.661891,184.009545,48.800708
Poblacion Argentina,2.0,153.471980,80.828181,192.846991,43.834790
Poblacion Canal Chacao,2.0,130.600095,46.436152,170.086000,24.620960
