NOMBRE,Month,LST_mean,LST_p25,LST_p75,anio_actual
Los Pinos,11.0,34.117085,31.406232,34.998722,-9999.000000
Marga Marga,11.0,34.861153,32.831087,36.018115,-9999.000000
60,11.0,36.644363,33.795417,38.789565,-9999.000000
Castillo Blanco,11.0,36.822731,35.068128,38.361748,-9999.000000
El Tranque,11.0,36.242932,34.196507,37.627019,-9999.000000
Jose Miguel Carrera,11.0,36.796768,34.940399,38.722054,-9999.000000
Las Rosas,11.0,36.856204,34.768560,38.433278,-9999.000000
Piloto Pardo,11.0,36.656819,34.055552,37.937722,-9999.000000
Porvenir,11.0,33.905110,31.074134,34.876963,-9999.000000
Textil Viña,11.0,37.074830,34.779261,38.335414,-9999.000000
21 de Mayo,11.0,35.013043,33.522653,36.816822,-9999.000000
Barros Arana,11.0,35.606825,34.027657,37.803913,-9999.000000
La Granja,11.0,35.702279,33.335073,37.684411,-9999.000000
Las Viñas,11.0,35.265756,32.861129,36.810107,-9999.000000
Los Estanques,11.0,34.857058,32.620526,36.702531,-9999.000000
Mena,11.0,35.538781,34.166843,37.624446,-9999.000000
Pedro Montt,11.0,35.402794,34.220643,37.310030,-9999.000000
Victoria Oriente,11.0,36.554014,34.592017,38.290089,-9999.000000
Victoria Poniente,11.0,35.496013,33.407812,37.314859,-9999.000000
Villa Olimpica,11.0,36.847255,34.431815,38.390087,-9999.000000
Araya,11.0,35.973848,34.464394,37.739907,-9999.000000
Arturo Prat,11.0,35.820849,34.549302,37.674726,-9999.000000
Blanco,11.0,36.068342,34.129170,37.776839,-9999.000000
Centro,11.0,36.208554,34.973028,38.176907,-9999.000000
Colina de Oro,11.0,31.945022,29.379034,33.334195,-9999.000000
El Esfuerzo,11.0,36.289767,33.895344,37.436340,-9999.000000
Emparte,11.0,36.317741,34.308472,37.593874,-9999.000000
Esmeralda,11.0,35.313468,34.030020,37.457027,-9999.000000
Liceo,11.0,35.957296,34.384065,37.756447,-9999.000000
Poblacion Esperanza,11.0,35.612201,33.452117,37.017449,-9999.000000
Poblacion Ferroviaria,11.0,36.735786,34.932627,38.411370,-9999.000000
R. Sotomayor,11.0,36.434938,34.309009,37.797988,-9999.000000
San Cristobal2,11.0,37.419220,34.342486,38.477150,-9999.000000
Sol del Pacifico,11.0,36.537895,34.589243,37.974219,-9999.000000
Soublete (Francisco Bilbao),11.0,35.407606,34.259967,37.717705,-9999.000000
Thompson,11.0,36.262226,35.378010,38.268540,-9999.000000
M. Mena,11.0,34.933510,32.812344,36.394137,-9999.000000
Manuel Rodriguez,11.0,35.236506,33.392413,36.479666,-9999.000000
No Organizada,11.0,32.467398,30.797440,33.771315,-9999.000000
Pompeya Norte,11.0,33.627405,31.758888,34.811068,-9999.000000
Pompeya Sur,11.0,33.593506,31.970875,34.707384,-9999.000000
Valencia Alto,11.0,34.394367,32.218598,35.884744,-9999.000000
Costa Sol,11.0,34.161878,32.648173,36.290972,-9999.000000
California,11.0,37.393922,35.762035,38.984025,-9999.000000
Camilo Henriquez,11.0,35.841040,33.508862,36.924349,-9999.000000
El Bosque,11.0,33.656934,30.951641,34.690403,-9999.000000
El Sol,11.0,34.998609,33.337978,36.684229,-9999.000000
General Baquedano,11.0,35.891630,34.204737,37.578926,-9999.000000
Infante,11.0,34.403394,32.398048,36.081497,-9999.000000
Lo Gamboa,11.0,37.484074,36.244913,39.943905,-9999.000000
Los Espinos,11.0,34.602620,32.481351,35.883098,-9999.000000
Retiro,11.0,34.445999,32.428859,36.046167,-9999.000000
Viñas del Sol,11.0,35.491395,32.809951,36.563932,-9999.000000
Buenos Aires,11.0,35.283837,33.918678,37.178960,-9999.000000
Casa de Valencia,11.0,34.165433,32.499653,35.386117,-9999.000000
Hevia,11.0,35.210262,33.820580,36.670787,-9999.000000
Humbolt,11.0,34.375168,32.742364,36.144311,-9999.000000
Phillips,11.0,34.788827,33.167855,36.504547,-9999.000000
Poblacion Argentina,11.0,32.427956,30.696952,33.353684,-9999.000000
Poblacion Canal Chacao,11.0,33.563226,31.961451,34.582731,-9999.000000
San Gregorio,11.0,35.801297,34.288455,37.199088,-9999.000000
Valencia Bajo,11.0,35.024742,33.548041,36.657061,-9999.000000
Villa Paso Hondo,11.0,33.360899,30.840563,34.394830,-9999.000000
Calicheros,12.0,35.326389,33.862656,37.329047,-9999.000000
Belloto 2000,12.0,39.909083,38.697507,41.497123,-9999.000000
Belloto Centro,12.0,39.446434,38.134290,41.118523,-9999.000000
Bernando Ohiggins,12.0,38.627254,37.221746,40.200041,-9999.000000
Cruz del Sur,12.0,39.274679,37.998090,41.031685,-9999.000000
82,12.0,39.988299,38.084719,41.335400,-9999.000000
Belloto Norte,12.0,38.502522,36.833634,39.893189,-9999.000000
E.E.U.U,12.0,38.907439,36.914735,40.298190,-9999.000000
Lincoyan,12.0,38.074790,37.240369,40.445176,-9999.000000
Los Colonos,12.0,37.784242,35.400894,39.176781,-9999.000000
Patricio Lynch,12.0,38.601542,36.872532,40.351020,-9999.000000
Santa Marta,12.0,39.070689,37.791930,40.617869,-9999.000000
Cantera,12.0,39.257929,38.011439,40.286573,-9999.000000
Decimo Sector,12.0,38.100155,36.408311,38.963378,-9999.000000
Estero Viejo,12.0,39.136459,37.854171,40.358681,-9999.000000
Matilde,12.0,38.217426,36.502187,39.318272,-9999.000000
San Cristobal,12.0,38.709744,36.648525,39.548899,-9999.000000
Tierras Rojas,12.0,38.929862,37.550356,39.975380,-9999.000000
Decimo Sector,12.0,38.517903,36.761698,39.877726,-9999.000000
Matilde,12.0,38.810472,37.516845,40.268636,-9999.000000
Los Pinos,12.0,35.281802,33.228687,36.637422,-9999.000000
Marga Marga,12.0,36.598618,34.276930,37.910729,-9999.000000
60,12.0,38.127176,36.794764,39.577026,-9999.000000
Castillo Blanco,12.0,38.370157,36.419398,39.794084,-9999.000000
El Tranque,12.0,37.278609,35.802946,39.121544,-9999.000000
Jose Miguel Carrera,12.0,38.540875,37.196074,39.769422,-9999.000000
Las Rosas,12.0,38.122756,36.714500,39.419592,-9999.000000
Piloto Pardo,12.0,37.987982,36.587843,39.184466,-9999.000000
Porvenir,12.0,35.806704,33.236026,37.253543,-9999.000000
Textil Viña,12.0,38.179175,36.338332,39.647196,-9999.000000
21 de Mayo,12.0,36.862908,35.533753,38.163303,-9999.000000
Barros Arana,12.0,37.722955,35.467535,38.593926,-9999.000000
La Granja,12.0,37.706038,36.340849,38.876742,-9999.000000
Las Viñas,12.0,36.629476,34.853917,38.463955,-9999.000000
Los Estanques,12.0,36.547510,35.146539,37.929240,-9999.000000
Mena,12.0,37.498681,35.529089,38.545339,-9999.000000
Pedro Montt,12.0,37.415470,35.562634,38.214773,-9999.000000
Victoria Oriente,12.0,38.448051,36.867032,39.789687,-9999.000000
Victoria Poniente,12.0,37.127357,35.427478,38.601189,-9999.000000
Villa Olimpica,12.0,38.681386,36.844461,39.899233,-9999.000000
Araya,12.0,37.578211,36.594240,38.875008,-9999.000000
Arturo Prat,12.0,37.714468,35.771552,38.705111,-9999.000000
Blanco,12.0,37.690555,35.579641,38.690467,-9999.000000
Centro,12.0,38.153105,36.210911,38.911071,-9999.000000
Colina de Oro,12.0,33.134239,32.372899,34.894002,-9999.000000
El Esfuerzo,12.0,37.884427,36.085548,39.068654,-9999.000000
Emparte,12.0,37.204562,35.212691,38.575208,-9999.000000
Esmeralda,12.0,36.909324,35.497580,37.940442,-9999.000000
Liceo,12.0,37.765739,35.942201,38.831501,-9999.000000
Poblacion Esperanza,12.0,37.248718,35.668740,38.351394,-9999.000000
Poblacion Ferroviaria,12.0,38.516026,36.265586,39.673277,-9999.000000
R. Sotomayor,12.0,37.739401,36.311425,39.055090,-9999.000000
San Cristobal2,12.0,38.551790,37.097765,39.789171,-9999.000000
Sol del Pacifico,12.0,38.352189,36.248625,39.365555,-9999.000000
Soublete (Francisco Bilbao),12.0,37.278027,35.853761,38.366492,-9999.000000
Thompson,12.0,38.447868,36.472761,38.917963,-9999.000000
M. Mena,12.0,36.344109,34.792956,37.517403,-9999.000000
Manuel Rodriguez,12.0,36.606491,35.161277,37.760423,-9999.000000
No Organizada,12.0,34.101739,33.239669,35.398440,-9999.000000
Pompeya Norte,12.0,35.413127,33.571181,36.535333,-9999.000000
Pompeya Sur,12.0,35.354464,34.239945,36.988719,-9999.000000
Valencia Alto,12.0,36.285035,34.476479,37.148962,-9999.000000
Costa Sol,12.0,36.113283,35.390909,37.434946,-9999.000000
California,12.0,38.409502,37.695399,40.052361,-9999.000000
Camilo Henriquez,12.0,37.031142,35.974937,38.934298,-9999.000000
El Bosque,12.0,34.973915,32.917081,36.923245,-9999.000000
El Sol,12.0,36.469742,35.334955,37.937426,-9999.000000
General Baquedano,12.0,37.658504,35.819610,38.769319,-9999.000000
Infante,12.0,35.653361,34.395678,37.291540,-9999.000000
Lo Gamboa,12.0,39.413434,38.026724,40.580594,-9999.000000
Los Espinos,12.0,36.363675,34.760539,37.466083,-9999.000000
Retiro,12.0,36.422144,34.076930,37.679393,-9999.000000
Viñas del Sol,12.0,36.203195,34.952006,38.510443,-9999.000000
Buenos Aires,12.0,37.096971,35.276396,37.795296,-9999.000000
Casa de Valencia,12.0,35.955323,34.446816,37.041941,-9999.000000
Hevia,12.0,36.639638,35.518194,37.594263,-9999.000000
Humbolt,12.0,35.659536,34.833903,37.159904,-9999.000000
Phillips,12.0,35.991866,34.574587,37.432032,-9999.000000
Poblacion Argentina,12.0,34.084385,32.413463,35.139901,-9999.000000
Poblacion Canal Chacao,12.0,35.165379,34.224276,37.237278,-9999.000000
San Gregorio,12.0,37.105422,36.167816,38.124833,-9999.000000
Valencia Bajo,12.0,36.588271,34.959903,37.545138,-9999.000000
Villa Paso Hondo,12.0,34.901767,33.384593,36.162331,-9999.000000
